UserID,Age,Gender,Country,State/Territory,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?"
1126,26,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1127,20,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1128,-1,Other,United States,Alabama,Did Not Answer,Did Not Answer,Did Not Answer
1129,37,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1130,28,Male,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
1131,42,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1132,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1133,36,Female,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1134,27,Male,New Zealand,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1135,27,Male,New Zealand,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1136,27,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1137,25,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1138,41,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1139,23,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1140,21,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1141,26,Male,Moldova,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1142,29,Male,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1143,28,Male,Belgium,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1144,27,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1145,23,Male,Israel,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1146,26,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1147,38,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1148,39,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1149,35,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1150,32,Male,United States,North Carolina,Did Not Answer,Did Not Answer,Did Not Answer
1151,32,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1152,26,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1153,38,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1154,34,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1155,39,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1156,32,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1157,37,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1158,31,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1159,30,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
1160,51,Male,Singapore,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1161,29,Male,United States,North Carolina,Did Not Answer,Did Not Answer,Did Not Answer
1162,31,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1163,31,Male,India,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1164,26,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1165,46,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1166,32,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1167,29,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1168,34,Male,Poland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1169,26,Male,Colombia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1170,32,Female,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
1171,29,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1172,30,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1173,40,Female,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
1174,23,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1175,20,Male,Georgia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1176,38,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1177,26,Female,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
1178,29,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1179,40,Male,China,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1180,25,Female,Bulgaria,Utah,Did Not Answer,Did Not Answer,Did Not Answer
1181,32,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1182,38,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1183,72,Female,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1184,35,Female,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
1185,28,Female,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
1186,27,Female,United States,Oklahoma,Did Not Answer,Did Not Answer,Did Not Answer
1187,56,Female,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1188,38,Male,United States,Alabama,Did Not Answer,Did Not Answer,Did Not Answer
1189,31,Female,Belgium,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1190,40,Male,United States,Alabama,Did Not Answer,Did Not Answer,Did Not Answer
1191,44,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
1192,34,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1193,37,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1194,38,Male,Italy,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1195,27,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1196,34,Female,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1197,35,Female,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1198,34,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1199,32,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1200,25,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1201,28,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1202,28,Female,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1203,31,Male,Brazil,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1204,24,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1205,34,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1206,32,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1207,34,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1208,23,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1209,33,Male,Czech Republic,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1210,29,Male,Singapore,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1211,24,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1212,45,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1213,34,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1214,31,Male,Philippines,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1215,33,Male,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
1216,28,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1217,27,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1218,42,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1219,28,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1220,38,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1221,46,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1222,46,Male,United States,Maryland,Did Not Answer,Did Not Answer,Did Not Answer
1223,41,Female,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1224,23,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1225,24,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1226,23,Female,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1227,39,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1228,32,Female,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1229,25,Male,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
1230,39,Male,Greece,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1231,23,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1232,24,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1233,25,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1234,23,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1235,24,Other,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1236,23,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1237,60,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1238,28,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1239,28,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
1240,30,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1241,31,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1242,31,Male,Poland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1243,28,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1244,43,Female,United States,Florida,Did Not Answer,Did Not Answer,Did Not Answer
1245,32,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1246,22,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1247,32,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
1248,36,Male,Finland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1249,41,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1250,30,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1251,30,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1252,36,Male,South Africa,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1253,29,Male,United States,North Carolina,Did Not Answer,Did Not Answer,Did Not Answer
1254,36,Male,United States,Utah,Did Not Answer,Did Not Answer,Did Not Answer
1255,26,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1256,32,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1257,34,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
1258,46,Female,United States,North Carolina,Did Not Answer,Did Not Answer,Did Not Answer
1259,25,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
1260,41,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1261,39,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1262,29,Male,United States,Illinois,Yes,Yes,Yes
1263,38,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1264,43,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1265,43,Female,United States,Illinois,Yes,No,No
1266,42,Male,United Kingdom,Not Applicable,No,Yes,No
1267,30,Male,United States,Tennessee,No,No,No
1268,37,Female,United States,Virginia,Yes,Yes,No
1269,44,Female,United States,California,No,No,No
1270,30,Male,United States,Kentucky,Did Not Answer,Did Not Answer,Did Not Answer
1271,28,Male,United States,Oregon,No,Yes,Yes
1272,34,Male,United States,Pennsylvania,Yes,I don't know,No
1273,30,Female,United States,New Jersey,No,No,No
1274,44,Male,Canada,Not Applicable,Yes,Yes,Yes
1275,35,Male,United States,Georgia,Yes,I don't know,No
1276,52,Male,United States,Oregon,No,I don't know,No
1277,32,Female,Canada,Not Applicable,No,No,No
1278,34,Male,United Kingdom,Not Applicable,No,No,No
1279,25,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
1280,31,Male,United States,New Jersey,No,No,No
1281,26,Male,United States,New York,Did Not Answer,No,No
1282,35,Male,United States,Indiana,No,I don't know,Yes
1283,25,Male,Germany,Not Applicable,Yes,No,No
1284,33,Male,Canada,Not Applicable,Yes,No,No
1285,38,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
1286,42,Male,Germany,Not Applicable,Yes,Yes,I don't know
1287,27,Male,Netherlands,Not Applicable,No,No,No
1288,35,Male,Germany,Not Applicable,No,No,No
1289,34,Female,United Kingdom,Not Applicable,No,Yes,Yes
1290,32,Other,United Kingdom,Not Applicable,Did Not Answer,No,No
1291,32,Other,Germany,Not Applicable,Yes,No,No
1292,30,Male,United States,New York,Yes,Yes,No
1293,31,Male,United States,Minnesota,No,No,No
1294,37,Male,Czech Republic,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1295,36,Male,United Kingdom,Not Applicable,No,I don't know,No
1296,33,Male,Germany,Not Applicable,No,Yes,No
1297,44,Male,United States,Washington,No,Yes,No
1298,29,Male,United Kingdom,Not Applicable,Yes,No,No
1299,29,Male,United Kingdom,Not Applicable,No,No,Yes
1300,44,Male,Canada,Not Applicable,Yes,I don't know,I don't know
1301,34,Male,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
1302,40,Male,United States,Minnesota,No,I don't know,No
1303,46,Other,Netherlands,Not Applicable,No,No,No
1304,28,Male,Lithuania,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1305,41,Male,United States,Georgia,No,No,No
1306,33,Male,United States,Kentucky,Yes,Yes,I don't know
1307,32,Male,United States,West Virginia,Did Not Answer,Did Not Answer,Did Not Answer
1308,45,Male,United States,Virginia,No,I don't know,No
1309,43,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1310,37,Female,United States,California,Yes,No,No
1311,37,Male,Australia,Not Applicable,Did Not Answer,No,No
1312,27,Male,United States,California,Yes,No,No
1313,31,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1314,36,Male,United States,California,Yes,Yes,No
1315,34,Male,United States,Florida,Yes,No,No
1316,31,Female,United States,Massachusetts,No,Yes,Yes
1317,30,Male,United States,Oregon,Yes,Yes,No
1318,32,Male,Canada,Not Applicable,Yes,I don't know,No
1319,40,Female,United States,North Dakota,No,No,No
1320,40,Male,United States,Tennessee,No,No,No
1321,41,Male,France,Not Applicable,No,Yes,Yes
1322,27,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
1323,30,Male,United States,New York,Yes,No,No
1324,29,Male,Venezuela,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1325,38,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1326,35,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1327,35,Female,United States,Indiana,Yes,No,No
1328,29,Male,United States,Texas,No,Yes,Yes
1329,28,Male,United States,New York,No,I don't know,No
1330,27,Male,Netherlands,Not Applicable,Yes,I don't know,No
1331,39,Male,Poland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1332,28,Male,Belgium,Not Applicable,No,I don't know,No
1333,46,Male,United States,Texas,No,No,No
1334,40,Male,Netherlands,Not Applicable,No,I don't know,No
1335,37,Male,United States,Tennessee,Yes,No,No
1336,41,Male,Netherlands,Not Applicable,Did Not Answer,No,No
1337,19,Male,France,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1338,38,Female,Netherlands,Not Applicable,No,No,No
1339,33,Male,United States,Maryland,No,I don't know,No
1340,33,Male,United States,Wisconsin,Yes,Yes,No
1341,21,Male,United Kingdom,Not Applicable,Yes,I don't know,No
1342,36,Male,Brazil,Not Applicable,No,No,No
1343,39,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1344,35,Male,United States,Illinois,No,I don't know,No
1345,36,Male,France,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
1346,45,Male,United States,Michigan,No,I don't know,No
1347,41,Male,Canada,Not Applicable,No,No,No
1348,35,Male,United Kingdom,Not Applicable,No,I don't know,No
1349,30,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
1350,24,Female,United States,Illinois,No,Yes,Yes
1351,33,Male,Brazil,Not Applicable,Did Not Answer,No,No
1352,35,Male,United States,Washington,Yes,Yes,I don't know
1353,26,Male,United Kingdom,Not Applicable,Did Not Answer,I don't know,Yes
1354,17,Male,Brazil,Not Applicable,Did Not Answer,No,No
1355,29,Female,United States,North Dakota,No,No,No
1356,26,Male,United States,California,No,I don't know,No
1357,36,Female,United States,Vermont,No,I don't know,No
1358,46,Male,United States,Illinois,No,I don't know,Yes
1359,39,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
